sofifa_id,short_name,age,height_cm,weight_kg,nationality,club,league,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,playerType,pca0,pca1,cluster
203841,N. Pope,27,200,76,England,Burnley,Premier League,79,82,11000000,32000,Right,1,3,1,Medium,GK,68.6311475409836,58.035394932935915,63.73919523099851,68.6784649776453,57.07675111773472,66.82451564828614,78.0,80.0,75.0,79.0,48.0,80.0,11,14,11,32,14,15,13,12,35,24,50,47,36,70,45,56,72,37,73,15,36,21,13,43,22,62,14,15,14,Goalkeeper,0.49244046563383853,2.406452475397699,0
204082,J. Brooks,26,193,78,United States,VfL Wolfsburg,Bundesliga,79,82,14000000,46000,Left,2,3,2,Medium,LCB,71.0,39.0,58.0,64.0,80.0,75.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,36,39,82,73,32,65,30,28,75,64,66,75,58,73,51,50,73,61,82,29,75,77,40,57,45,81,79,82,76,Defender,1.3955466662985638,1.528220337979322,3
204529,M. Batshuayi,25,185,88,Belgium,Chelsea,Premier League,79,82,16000000,110000,Right,2,5,4,Medium,ST,76.0,79.0,58.0,78.0,33.0,72.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,65,81,75,63,82,78,66,46,36,80,77,75,75,79,76,81,80,65,78,74,63,23,83,62,67,81,37,26,22,Forward,2.332386590649092,0.6515511305156932,0
206511,M. Arnold,25,184,74,Germany,VfL Wolfsburg,Bundesliga,79,82,15500000,48000,Left,2,2,3,High,LCM,65.0,80.0,76.0,77.0,70.0,69.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,69,77,54,80,84,78,77,75,80,80,65,65,66,80,66,87,52,77,67,87,66,75,75,75,57,77,75,69,66,Midfielder,1.640553512786798,-0.6703818979969213,3
207993,S. Kolasinac,26,183,85,Bosnia Herzegovina,Arsenal,Premier League,79,82,13500000,76000,Left,2,2,3,High,LB,75.0,62.0,72.0,73.0,75.0,87.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,82,57,74,78,55,75,61,25,62,76,69,79,58,74,55,82,76,79,90,58,93,73,72,74,44,72,71,80,78,Defender,1.954985449202419,0.6210488982886583,0
210047,F. Schar,27,188,84,Switzerland,Newcastle United,Premier League,79,82,13500000,43000,Right,2,4,2,High,RCB,62.0,66.0,71.0,69.0,80.0,75.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,65,60,81,74,53,67,65,66,75,72,61,62,64,79,64,76,88,72,77,69,72,81,59,69,78,80,80,81,76,Defender,1.6489882146252401,1.0527305606539687,0
215353,L. Alario,26,184,78,Argentina,Bayer 04 Leverkusen,Bundesliga,79,82,16000000,70000,Right,2,3,3,High,ST,71.0,77.0,59.0,75.0,29.0,75.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,48,84,81,69,76,75,49,43,48,79,70,72,70,71,71,75,85,71,77,62,72,22,85,65,75,74,22,27,20,Forward,2.0500488287761467,-0.7463124590079914,3
221639,Mariano,25,180,76,Dominican Republic,Real Madrid,La Liga,79,82,16000000,145000,Right,1,4,3,High,ST,82.0,80.0,61.0,73.0,45.0,80.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,50,79,82,66,70,73,76,76,51,72,81,83,78,78,72,85,92,78,78,82,84,45,78,63,75,68,41,40,34,Forward,2.170839274892029,-1.4521504598914399,1
223597,R. Aguilar,26,172,71,France,AS Monaco,Ligue 1,79,82,13500000,40000,Right,1,3,3,High,RB,84.0,53.0,69.0,76.0,75.0,73.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,77,49,60,72,52,76,62,33,70,75,85,83,79,75,80,72,77,85,64,45,77,78,65,65,38,72,74,79,79,Defender,0.8077586602152336,-1.5101125871360013,4
228229,F. Balbuena,27,188,85,Paraguay,West Ham United,Premier League,79,82,13500000,76000,Right,1,3,2,Medium,RCB,56.0,40.0,52.0,50.0,80.0,79.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,33,31,82,71,24,47,30,34,56,56,53,59,39,77,42,71,73,67,85,34,82,80,27,45,48,74,81,81,75,Defender,1.20791253845172,1.6175577398394203,0
192227,S. Mustafi,27,184,82,Germany,Arsenal,Premier League,79,81,13000000,76000,Right,3,3,2,Medium,CB,60.0,57.0,63.0,61.0,77.0,77.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,53,58,81,75,51,53,55,47,69,70,58,62,63,76,67,66,81,68,78,52,84,75,49,55,54,73,74,79,80,Defender,2.2908819929574196,1.2391074258374368,0
193601,G. Pezzella,28,186,81,Argentina,Fiorentina,Serie A,79,81,12500000,55000,Right,1,3,2,Medium,LCB,56.0,49.0,47.0,56.0,80.0,76.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,40,48,82,64,40,54,46,25,56,66,57,55,34,77,48,54,82,60,80,50,82,80,47,22,35,72,78,82,78,Defender,0.8833000296556517,1.232875273320715,2
202429,D. da Costa,25,187,85,Germany,Eintracht Frankfurt,Bundesliga,79,81,13500000,35000,Right,1,3,3,High,RM,81.0,50.0,70.0,72.0,76.0,81.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,79,39,71,71,52,73,64,49,70,74,77,84,65,77,63,68,81,92,80,55,72,75,68,66,40,68,76,77,77,Midfielder,0.8719590163311219,0.43377693097708275,3
202750,W. Boly,28,195,97,France,Wolverhampton Wanderers,Premier League,79,81,12500000,80000,Right,1,4,2,Medium,LCB,64.0,35.0,62.0,61.0,78.0,82.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,50,32,78,76,23,59,45,35,69,66,57,69,54,71,47,50,66,67,93,21,79,77,43,55,56,80,73,82,78,Defender,1.3296507183644508,3.274198827240533,0
205923,B. Davies,26,182,76,Wales,Tottenham Hotspur,Premier League,79,81,13500000,81000,Left,2,3,3,Medium,LB,73.0,58.0,75.0,75.0,78.0,74.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,58,66,79,48,75,72,48,70,78,74,73,68,78,68,65,74,84,69,52,76,79,64,75,54,74,78,82,80,Defender,1.6480884474981352,0.4301632033647325,0
209297,Fred,26,169,64,Brazil,Manchester United,Premier League,79,81,15000000,110000,Left,1,4,4,High,CM,76.0,73.0,75.0,80.0,74.0,69.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,67,72,55,79,70,78,70,72,79,81,78,74,83,80,87,76,80,82,59,74,76,78,69,76,65,82,74,80,71,Midfielder,1.5381979295202903,-2.8025152525942594,0
219693,Diego Carlos,26,186,86,Brazil,Sevilla FC,La Liga,79,81,13500000,19000,Right,2,4,3,Medium,CB,77.0,44.0,58.0,68.0,78.0,80.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,35,26,75,73,34,68,47,71,59,69,79,76,69,74,55,73,81,65,86,57,82,75,52,51,41,72,80,80,75,Defender,1.0984656867330906,1.6231945432741404,1
224069,K. Toko-Ekambi,26,185,74,Cameroon,Villarreal CF,La Liga,79,81,15500000,40000,Right,2,4,3,High,LM,79.0,78.0,67.0,78.0,27.0,68.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,74,81,74,69,72,78,66,63,58,79,79,79,75,76,71,80,68,69,76,72,48,28,81,65,69,77,27,14,18,Midfielder,1.5425469695277492,-0.491420071931343,1
231969,R. Malinovskyi,26,181,85,Ukraine,Atalanta,Serie A,79,81,15000000,58000,Left,1,4,4,High,CM,71.0,77.0,81.0,77.0,64.0,80.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,79,70,75,82,70,80,85,87,81,80,69,72,63,74,65,90,72,81,82,84,78,66,69,77,79,75,61,68,48,Midfielder,1.2213244903982954,-0.045643759530673934,2
183285,M. Sakho,29,187,83,France,Crystal Palace,Premier League,79,80,12000000,58000,Left,3,2,2,Medium,CB,53.0,33.0,65.0,56.0,78.0,83.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,58,23,74,76,20,52,50,30,69,62,51,54,51,70,54,51,75,66,91,38,87,80,36,61,40,76,74,82,78,Defender,2.106638845434552,1.743256963257464,0
185422,J. King,27,184,82,Norway,Bournemouth,Premier League,79,80,14500000,77000,Right,1,3,4,Medium,CF,88.0,79.0,69.0,79.0,38.0,75.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,65,81,68,74,73,81,70,53,64,79,85,90,74,78,74,79,72,76,77,76,69,34,80,74,81,77,33,39,27,Forward,1.2229299393060182,0.20299196485430193,0
194222,Laguardia,29,185,80,Spain,Deportivo Alaves,La Liga,79,80,12000000,28000,Right,1,3,2,Medium,RCB,53.0,45.0,55.0,48.0,80.0,79.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,43,49,74,70,29,38,38,35,62,59,47,58,44,76,57,54,77,72,78,33,89,80,44,46,40,71,82,80,76,Defender,0.5487609558270898,1.1768215319549604,1
194957,P. Jones,27,185,71,England,Manchester United,Premier League,79,80,12500000,100000,Right,2,3,2,Medium,CB,55.0,51.0,61.0,58.0,78.0,76.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,60,44,78,71,49,55,38,35,64,61,54,55,52,77,55,68,81,64,78,54,87,80,42,54,50,65,76,79,80,Defender,1.745455786892612,0.3640611254295863,0
197853,S. Aurier,26,176,76,Ivory Coast,Tottenham Hotspur,Premier League,79,80,13000000,81000,Right,2,3,3,High,RB,77.0,59.0,73.0,76.0,77.0,76.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,81,54,73,77,47,75,69,30,69,78,77,77,70,79,76,71,92,73,71,58,86,79,67,71,64,75,75,78,81,Defender,1.7564522365239539,-0.6491070172603052,0
202884,L. Spinazzola,26,186,75,Italy,Roma,Serie A,79,80,15000000,47000,Right,2,4,3,Medium,LM,81.0,64.0,74.0,80.0,76.0,73.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,82,60,66,79,59,82,62,41,71,81,78,83,76,76,61,68,76,89,66,68,68,76,74,72,59,76,76,78,78,Midfielder,1.3436707301149489,0.29599603718940476,2
204259,S. Arias,27,178,72,Colombia,Atletico Madrid,La Liga,79,80,12500000,50000,Right,2,3,3,High,RB,83.0,53.0,69.0,75.0,76.0,77.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,75,51,69,74,43,74,31,54,72,77,81,85,76,76,76,56,82,91,69,50,79,75,70,64,56,76,74,79,78,Defender,1.415141664284983,-0.7144180153769643,1
205407,D. Baselli,27,182,70,Italy,Torino,Serie A,79,80,14000000,49000,Right,2,3,4,High,RCM,71.0,73.0,79.0,81.0,66.0,68.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,74,67,64,82,73,82,79,73,78,83,73,70,78,75,75,76,68,77,65,81,65,68,75,80,71,74,67,65,63,Midfielder,1.5149234110387908,-0.980512380506858,2
205686,T. Savanier,27,171,62,France,Montpellier HSC,Ligue 1,79,80,14000000,38000,Right,1,4,4,Medium,CM,71.0,69.0,81.0,79.0,66.0,68.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,66,41,82,55,76,78,78,81,80,76,67,85,78,89,76,47,78,60,71,83,78,72,82,74,79,63,70,68,Midfielder,0.4961668421347402,-2.050645892340842,4
216150,D. Zappacosta,27,182,72,Italy,Chelsea,Premier League,79,80,12500000,94000,Right,2,3,3,High,RB,78.0,66.0,72.0,75.0,76.0,74.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,81,59,69,74,69,76,74,59,68,74,76,80,72,75,68,75,67,86,68,72,75,76,68,64,59,73,76,78,79,Defender,1.888895993770115,-0.4038278708623437,0
221445,Wu Lei,27,174,66,China PR,RCD Espanyol,La Liga,79,80,14500000,36000,Right,1,4,3,Medium,LS,87.0,74.0,72.0,80.0,36.0,66.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,68,78,72,76,72,79,69,69,67,81,90,85,78,79,80,77,87,68,63,67,65,23,82,73,53,71,34,37,31,Forward,0.6049080954347471,-1.9123488854520305,1
140293,A. Mirante,35,193,79,Italy,Roma,Serie A,79,79,3400000,22000,Right,2,2,1,Medium,GK,68.6311475409836,58.035394932935915,63.73919523099851,68.6784649776453,57.07675111773472,66.82451564828614,80.0,78.0,65.0,78.0,43.0,79.0,10,17,13,35,15,24,17,13,35,25,44,43,50,77,50,49,62,33,55,15,32,17,10,43,21,70,10,12,12,Goalkeeper,0.893573163439252,2.752313934033278,2
158232,S. Kalou,33,185,79,Ivory Coast,Hertha BSC,Bundesliga,79,79,7500000,34000,Right,3,3,4,Medium,LM,65.0,78.0,74.0,85.0,43.0,59.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,67,83,77,79,78,87,78,62,68,86,66,65,77,83,76,76,65,62,67,67,34,32,83,78,87,86,50,36,27,Midfielder,1.8130978537950897,1.1228479160460376,3
158625,Dante,35,188,85,Brazil,OGC Nice,Ligue 1,79,79,3800000,25000,Left,3,4,2,Medium,LCB,36.0,52.0,67.0,63.0,80.0,76.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,58,47,80,74,48,57,51,55,76,74,34,37,52,76,61,65,64,68,82,53,74,79,41,62,57,79,80,82,80,Defender,1.6638876756888872,2.4512577016398844,4
158626,M. Debuchy,33,176,76,France,AS Saint-Etienne,Ligue 1,79,79,5500000,35000,Right,3,3,3,High,RB,69.0,67.0,73.0,75.0,78.0,73.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,63,75,78,62,74,74,61,73,76,69,69,73,80,73,74,81,72,71,68,79,78,68,64,66,75,79,79,78,Defender,1.8338099208437022,-0.03485353768873451,4
161956,Borja Valero,34,175,73,Spain,Inter,Serie A,79,79,6500000,65000,Right,3,4,4,Medium,CAM,48.0,69.0,84.0,82.0,66.0,60.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,67,60,87,70,82,78,76,85,86,55,42,70,79,78,72,66,63,62,70,52,70,66,86,72,83,65,66,62,Midfielder,2.073837862604893,-0.17317718022443282,2
166706,M. Skrtel,34,191,81,Slovakia,Atalanta,Serie A,79,79,4700000,53000,Right,3,2,2,Medium,CB,51.0,38.0,50.0,51.0,78.0,82.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,39,35,83,68,43,46,33,27,67,57,40,60,47,72,52,46,73,73,86,35,84,77,33,28,39,71,77,79,77,Defender,1.912634204435542,2.3001285431536163,2
169588,J. Evans,31,188,77,Northern Ireland,Leicester City,Premier League,79,79,9500000,76000,Right,2,4,2,Medium,RCB,56.0,32.0,59.0,53.0,80.0,75.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,52,28,78,72,46,41,32,25,64,70,57,55,46,79,57,42,79,64,78,24,78,80,28,55,44,74,78,83,79,Defender,1.564028981611676,1.4075291938934744,0
172862,N. Moisander,33,183,76,Finland,SV Werder Bremen,Bundesliga,79,79,6000000,31000,Left,2,5,3,High,LCB,50.0,49.0,69.0,70.0,80.0,71.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,54,39,77,78,40,69,56,44,76,74,53,48,64,79,64,67,77,62,75,56,72,82,60,73,41,77,83,79,75,Defender,1.2194505961737363,0.47683108469003427,3
173208,D. Criscito,32,183,75,Italy,Genoa,Serie A,79,79,8000000,20000,Left,2,3,3,High,LCB,74.0,61.0,76.0,72.0,79.0,75.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,80,56,69,78,62,72,72,66,79,73,75,74,67,75,65,68,78,83,70,59,79,75,68,72,70,75,82,80,81,Defender,1.12692336759461,0.33214718746050376,2
173221,A. Candreva,32,180,70,Italy,Inter,Serie A,79,79,10000000,65000,Right,3,4,4,Medium,RM,74.0,78.0,76.0,80.0,61.0,67.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,79,73,55,78,75,80,74,71,73,83,72,75,73,71,76,87,35,83,63,81,66,67,79,75,83,73,61,63,53,Midfielder,2.098046427379548,-0.12789006307082448,2
173909,K. Boateng,32,185,86,Ghana,Fiorentina,Serie A,79,79,10000000,63000,Right,3,4,4,High,CF,65.0,79.0,78.0,80.0,67.0,77.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,75,77,76,80,83,80,81,71,76,84,64,65,76,79,69,84,77,57,85,78,83,65,79,78,67,82,59,73,68,Forward,2.5153308200657976,0.5553657617472537,2
177604,Nacho Monreal,33,180,77,Spain,Arsenal,Premier League,79,79,5500000,76000,Left,2,3,3,High,LB,63.0,61.0,71.0,74.0,80.0,68.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,76,55,72,77,58,73,74,52,61,77,65,61,70,82,72,74,74,67,64,61,77,81,65,66,61,76,80,83,81,Defender,1.683998765685382,0.27081040757021035,0
177633,Angel,32,172,68,Spain,Getafe CF,La Liga,79,79,10000000,31000,Right,1,3,3,High,ST,74.0,79.0,61.0,79.0,34.0,64.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,56,80,71,73,78,79,49,50,49,82,73,74,74,81,72,81,73,61,66,79,62,26,79,62,69,70,42,23,20,Forward,0.7638335774199747,-2.159812442125508,1
178085,Granero,31,180,78,Spain,RCD Espanyol,La Liga,79,79,11000000,33000,Right,2,4,4,Medium,CM,47.0,74.0,81.0,76.0,67.0,67.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,79,73,59,84,58,76,80,78,81,79,54,41,67,77,66,77,51,61,66,77,82,74,71,79,73,71,58,76,62,Midfielder,1.2322800860283987,0.38596411371959904,1
180216,S. Coleman,30,177,77,Republic of Ireland,Everton,Premier League,79,79,10000000,76000,Right,2,3,3,High,RB,74.0,65.0,73.0,77.0,79.0,71.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,79,61,69,78,64,77,65,53,69,78,75,73,73,78,74,75,71,77,65,66,80,79,72,70,55,82,78,82,80,Defender,1.7220786369266865,-0.19344204336998244,0
180819,A. Lallana,31,178,73,England,Liverpool,Premier League,79,79,11000000,89000,Right,3,5,4,High,CM,67.0,71.0,79.0,82.0,62.0,65.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,74,70,67,83,72,83,77,66,75,84,69,65,78,74,75,72,70,67,60,71,76,63,74,82,70,80,61,62,62,Midfielder,2.576180332254537,-0.7369415051432525,0
182212,A. Modeste,31,187,84,France,1. FC Koln,Bundesliga,79,79,11500000,36000,Right,2,3,3,Medium,LS,74.0,78.0,63.0,72.0,35.0,80.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,62,80,83,67,80,71,66,56,55,75,71,76,67,82,62,80,85,67,86,71,82,15,80,62,79,80,42,31,19,Forward,1.4205922916268698,1.0242631576840109,3
182945,M. Gradel,31,177,70,Ivory Coast,Toulouse Football Club,Ligue 1,79,79,11000000,38000,Right,2,4,4,High,LW,84.0,78.0,73.0,81.0,42.0,62.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,71,80,66,74,69,82,67,73,67,82,84,84,83,78,70,76,66,71,59,78,59,51,78,77,74,80,31,40,35,Forward,1.461106415761702,-1.554087176459596,4
183512,Yuri Berchiche,29,180,80,Spain,Athletic Club de Bilbao,La Liga,79,79,10500000,27000,Left,2,3,3,High,LB,80.0,64.0,71.0,74.0,78.0,81.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,79,56,75,77,59,72,77,55,72,77,78,82,73,75,75,80,85,79,79,73,85,79,52,54,59,75,78,77,78,Defender,1.2077873103676662,0.2775750971416211,1
185239,O. Toprak,29,186,83,Turkey,SV Werder Bremen,Bundesliga,79,79,10500000,32000,Right,3,4,2,Medium,RCB,71.0,37.0,62.0,66.0,80.0,74.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,49,28,79,74,47,64,44,33,69,69,67,75,64,79,61,62,80,65,79,29,70,77,35,59,43,78,81,82,81,Defender,1.7018840230541812,1.7129367315977342,3
185431,N. Kalinic,31,187,80,Croatia,Atletico Madrid,La Liga,79,79,11500000,60000,Right,3,4,3,High,ST,67.0,76.0,64.0,74.0,42.0,72.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,60,82,78,74,76,74,64,54,48,78,63,71,68,78,56,77,67,68,76,60,68,42,87,66,70,78,46,32,28,Forward,2.4369732617430357,0.17640721157973235,1
186569,S. Ulreich,30,192,87,Germany,FC Bayern Munchen,Bundesliga,79,79,8500000,68000,Right,2,2,1,Medium,GK,68.6311475409836,58.035394932935915,63.73919523099851,68.6784649776453,57.07675111773472,66.82451564828614,79.0,71.0,68.0,85.0,40.0,79.0,14,12,8,41,13,13,12,15,38,22,41,40,36,79,39,51,66,29,57,11,25,14,8,42,22,45,16,18,14,Goalkeeper,1.4350278282432114,2.946509155835369,3
186832,K. Asamoah,30,173,75,Ghana,Inter,Serie A,79,79,10000000,60000,Left,2,3,4,High,LB,74.0,68.0,78.0,82.0,79.0,74.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,55,68,80,76,82,72,68,79,81,75,73,85,78,83,84,77,72,72,76,82,79,77,76,64,76,80,80,80,Defender,1.5253960244876066,-0.6854575530128721,2
188427,S. Lulic,33,183,78,Bosnia Herzegovina,Lazio,Serie A,79,79,7500000,53000,Right,2,4,3,High,LM,78.0,72.0,77.0,78.0,75.0,76.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,82,66,70,78,65,80,76,61,78,78,75,80,71,78,76,84,69,89,71,78,76,74,78,72,55,74,73,78,76,Midfielder,1.6008558700135571,0.17369340764538863,2
189461,J. Wilshere,27,172,68,England,West Ham United,Premier League,79,79,13000000,83000,Left,3,2,3,Medium,LCM,64.0,68.0,80.0,81.0,63.0,66.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,73,63,58,84,64,81,77,71,80,82,68,60,76,76,83,74,66,64,60,72,81,63,77,82,65,80,62,64,65,Midfielder,2.1384226063358476,-1.3056602846826084,0
189690,Guaita,32,190,80,Spain,Crystal Palace,Premier League,79,79,7500000,45000,Right,2,3,1,Medium,GK,68.6311475409836,58.035394932935915,63.73919523099851,68.6784649776453,57.07675111773472,66.82451564828614,80.0,80.0,77.0,80.0,52.0,76.0,35,11,20,39,13,16,32,20,33,24,51,52,63,74,48,58,68,41,62,15,24,27,13,52,29,62,23,15,17,Goalkeeper,1.1701745634448435,2.354314919531298,0
190143,Cote,29,182,77,Spain,SD Eibar,La Liga,79,79,10500000,27000,Left,1,3,3,High,LB,69.0,54.0,75.0,74.0,79.0,69.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,82,46,76,80,42,75,75,67,64,76,66,71,69,75,68,69,66,72,66,59,72,80,70,68,45,71,77,81,82,Defender,0.5767538326910492,0.11954683601883305,1
190264,Iago Falque,29,174,69,Spain,Torino,Serie A,79,79,12500000,56000,Left,3,3,4,High,RF,75.0,74.0,79.0,84.0,41.0,54.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,75,53,82,69,84,80,75,74,85,78,72,84,78,85,70,36,70,50,75,48,26,80,78,77,78,54,36,32,Forward,2.2051905847475193,-1.94617041407963,2
191180,J. Pastore,30,187,78,Argentina,Roma,Serie A,79,79,11500000,47000,Right,3,4,4,High,CM,62.0,73.0,81.0,82.0,56.0,58.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,77,70,61,84,78,83,83,69,80,85,60,63,77,73,63,78,49,53,60,74,62,69,74,82,73,78,45,59,51,Midfielder,2.1654068315717905,0.4038937036698255,2
192492,F. Orellana,33,171,64,Chile,SD Eibar,La Liga,79,79,7500000,28000,Right,2,4,4,High,LM,72.0,75.0,78.0,81.0,40.0,45.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,78,69,79,61,84,80,79,77,79,76,68,78,79,73,67,64,59,32,80,54,31,79,78,75,69,43,37,25,Midfielder,1.1715551051973627,-1.9634363143862466,1
192678,Kike Garcia,29,186,79,Spain,SD Eibar,La Liga,79,79,12500000,32000,Right,1,4,3,Medium,LS,61.0,79.0,63.0,75.0,38.0,73.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,56,78,81,76,81,77,42,46,49,80,60,62,63,77,51,82,72,67,77,77,71,37,84,67,70,82,35,34,21,Forward,0.6656834668921363,0.32493000809077155,1
192679,Escudero,29,176,72,Spain,Sevilla FC,La Liga,79,79,10500000,20000,Left,1,2,3,Medium,LB,72.0,63.0,74.0,71.0,79.0,72.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,81,56,71,77,51,68,69,69,77,75,69,74,71,78,74,81,72,76,68,63,75,81,67,63,66,69,80,78,80,Defender,0.24090525531123738,-0.19602416155651797,1
192789,Mario Gaspar,28,182,74,Spain,Villarreal CF,La Liga,79,79,11000000,35000,Right,2,3,3,High,RB,74.0,70.0,71.0,72.0,79.0,76.0,71.70642201834862,69.06727828746178,66.76758409785933,73.07033639143731,41.24770642201835,69.59021406727828,78,68,65,76,74,73,73,54,69,74,72,75,66,78,60,80,71,77,76,69,78,78,64,60,50,69,80,81,82,Defender,1.204382283766806,-0.10335866054380587,1
