sofifa_id,short_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
159147,L. Perrin,33,181,80,France,AS Saint-Étienne,80,80,7000000,37000,Right,2,3,2,Medium,LCB,52,58,69,66,81,76,,,,,,,65,55,81,74,44,62,59,51,77,73,52,52,62,76,71,65,81,71,78,61,77,83,58,63,68,80,77,84,82
163155,B. Foster,36,193,90,England,Watford,80,80,2500000,36000,Left,2,3,1,Medium,GK,,,,,,,79,79,73,81,49,78,15,18,14,36,14,14,15,17,32,25,50,48,45,76,50,55,73,32,57,14,15,23,14,42,41,63,22,15,14
163264,T. Heaton,33,187,92,England,Aston Villa,80,80,8000000,50000,Right,2,3,1,Medium,GK,,,,,,,79,78,74,82,55,81,17,12,16,32,12,17,15,13,37,28,56,55,54,75,52,56,73,40,66,12,31,24,12,46,24,62,16,15,13
163705,S. Mandanda,34,185,80,France,Olympique de Marseille,80,80,6500000,32000,Right,3,3,1,Medium,GK,,,,,,,80,79,74,81,48,79,14,13,13,42,13,15,13,12,33,17,53,43,52,78,36,56,74,31,61,7,37,23,11,55,11,64,13,15,13
164029,Charles,35,179,76,Brazil,SD Eibar,80,80,7000000,25000,Right,1,3,4,High,SUB,60,81,61,79,35,67,,,,,,,51,81,79,72,84,78,78,53,52,81,62,59,79,80,67,83,91,58,70,79,66,18,87,56,70,78,35,35,27
165109,S. Radu,32,183,79,Romania,Lazio,80,80,9500000,51000,Left,2,3,3,Medium,SUB,64,64,65,68,83,69,,,,,,,67,55,70,71,51,66,45,48,67,69,67,62,68,78,67,79,63,63,71,74,75,85,55,60,57,76,84,86,84
169595,D. Rose,28,174,76,England,Tottenham Hotspur,80,80,12500000,90000,Left,3,3,3,Medium,LB,77,62,74,79,80,75,,,,,,,80,57,62,77,64,80,66,57,66,80,78,76,74,82,79,68,79,76,70,67,87,81,68,73,57,76,81,83,83
170368,E. Lamela,27,184,80,Argentina,Tottenham Hotspur,80,80,15500000,94000,Left,2,2,4,High,SUB,75,77,79,82,51,72,,,,,,,77,74,69,81,77,84,83,80,73,83,76,75,75,77,74,81,63,75,67,82,85,46,79,81,75,78,48,54,44
171579,Raúl García,32,184,83,Spain,Athletic Club de Bilbao,80,80,11500000,30000,Right,2,3,3,High,CAM,47,82,80,77,72,81,,,,,,,78,82,90,82,55,78,72,68,80,83,44,49,57,82,63,85,79,75,82,86,84,69,84,82,79,83,69,74,63
171919,Naldo,36,198,91,Brazil,AS Monaco,80,80,3000000,30000,Right,3,4,2,Medium,SUB,53,65,62,60,81,71,,,,,,,45,53,87,72,60,60,52,76,66,67,53,53,45,80,36,88,43,56,80,74,74,79,53,59,60,80,81,80,78
172522,D. Wass,30,181,74,Denmark,Valencia CF,80,80,13500000,42000,Right,2,3,3,Medium,RB,73,77,81,77,76,75,,,,,,,81,75,68,81,71,76,81,85,80,80,73,73,74,80,71,85,66,84,72,77,71,76,73,79,64,75,78,76,75
173373,S. Romero,32,192,86,Argentina,Manchester United,80,80,9000000,85000,Right,3,3,1,Medium,SUB,,,,,,,79,76,81,83,45,79,11,14,12,39,17,12,12,13,48,40,47,44,55,80,44,61,63,35,75,11,33,21,11,55,16,62,14,11,15
175379,Pedro León,32,183,73,Spain,SD Eibar,80,80,11500000,30000,Right,2,3,4,Medium,RM,60,78,85,81,45,59,,,,,,,91,76,36,83,76,83,87,85,86,84,61,59,69,75,71,84,32,60,63,80,55,43,78,82,71,71,50,46,36
176550,D. Ospina,30,183,80,Colombia,Napoli,80,80,10000000,51000,Right,2,3,1,Medium,SUB,,,,,,,83,73,78,85,34,78,11,10,15,36,12,12,10,13,32,32,34,34,44,75,50,59,75,29,38,12,20,25,16,50,26,60,11,13,12
177457,L. Bender,30,185,81,Germany,Bayer 04 Leverkusen,80,80,11500000,62000,Right,3,3,2,Medium,RM,65,64,72,72,83,77,,,,,,,69,59,78,78,57,71,49,47,74,75,65,65,65,83,64,74,76,78,76,71,78,82,69,75,52,83,86,84,82
177458,S. Bender,30,186,81,Germany,Bayer 04 Leverkusen,80,80,12000000,62000,Right,2,4,2,Medium,CB,65,51,62,60,82,77,,,,,,,43,39,78,76,54,58,33,30,69,60,63,67,63,78,61,73,75,75,76,62,82,83,49,65,34,81,83,83,81
178213,E. Capoue,30,190,87,France,Watford,80,80,12000000,68000,Right,2,3,3,Medium,LDM,52,71,74,73,78,77,,,,,,,69,69,72,79,69,76,67,71,78,80,50,53,36,81,61,77,72,77,78,72,76,83,73,71,54,75,76,79,77
178424,Antunes,32,176,70,Portugal,Getafe CF,80,80,9000000,27000,Left,2,3,4,High,LB,75,69,76,76,77,72,,,,,,,81,56,70,77,69,74,82,80,76,80,73,76,71,78,72,87,62,81,67,84,75,80,70,66,61,73,72,81,82
179783,R. Fährmann,30,197,98,Germany,Norwich City,80,80,10000000,43000,Right,2,1,1,Medium,SUB,,,,,,,82,79,44,84,43,79,14,11,15,25,11,15,18,11,26,24,38,47,39,81,36,33,72,32,79,9,36,23,11,42,21,61,10,12,10
179847,F. Fazio,32,195,85,Argentina,Roma,80,80,9500000,45000,Right,3,2,2,Medium,RCB,33,41,54,53,82,81,,,,,,,44,41,90,64,35,48,46,37,60,70,33,33,30,76,32,63,41,69,89,26,84,80,32,47,26,81,81,83,77
181098,M. Hasebe,35,180,72,Japan,Eintracht Frankfurt,80,80,4500000,28000,Right,2,3,3,Medium,CB,53,51,76,71,81,69,,,,,,,74,45,67,80,57,68,70,63,77,76,52,54,69,82,72,54,74,65,68,53,75,79,61,76,61,85,86,83,80
182002,Sidnei,29,185,80,Brazil,Real Betis,80,80,12500000,29000,Right,2,2,2,High,LCB,70,55,61,64,78,82,,,,,,,59,51,76,72,33,63,36,39,67,75,69,70,46,75,38,72,78,65,93,54,77,81,53,50,58,71,75,80,77
183900,D. Perotti,30,179,70,Argentina,Roma,80,80,14000000,54000,Right,3,4,4,Medium,SUB,75,70,77,86,42,57,,,,,,,79,66,57,80,60,88,72,64,69,88,78,72,81,76,78,73,62,61,56,71,51,36,78,81,90,80,58,31,22
186345,K. Trippier,28,173,71,England,Atlético Madrid,80,80,12500000,56000,Right,2,4,3,High,RB,74,60,81,76,78,72,,,,,,,86,48,73,79,54,74,86,82,78,80,75,74,73,77,74,75,74,88,64,70,70,78,72,80,66,73,75,82,79
186547,M. Musacchio,28,180,73,Argentina,Milan,80,80,13000000,44000,Right,3,3,3,Medium,RCB,66,47,63,67,83,72,,,,,,,55,40,76,69,36,65,53,45,67,67,68,65,72,76,68,57,83,65,73,53,76,84,50,64,57,76,84,84,80
187052,Y. M'Vila,29,182,80,France,AS Saint-Étienne,80,80,12500000,38000,Right,2,3,3,Medium,LDM,70,61,75,74,75,78,,,,,,,62,56,61,83,56,73,70,67,81,76,72,69,73,78,65,68,70,81,75,67,83,82,59,74,68,80,75,76,72
187072,L. Stindl,30,181,80,Germany,Borussia Mönchengladbach,80,80,14500000,39000,Right,2,4,4,Medium,RES,66,80,78,79,59,72,,,,,,,74,79,64,82,83,78,77,69,69,82,68,64,70,84,78,81,72,75,69,81,74,60,84,83,80,83,59,61,50
189271,F. Coquelin,28,177,74,France,Valencia CF,80,80,14500000,43000,Right,2,3,3,Medium,LCM,70,66,75,78,78,77,,,,,,,68,62,63,81,53,77,68,41,79,81,71,69,75,82,79,74,79,72,77,69,85,81,75,79,52,78,76,82,79
189712,K. Strootman,29,186,80,Netherlands,Olympique de Marseille,80,80,14000000,45000,Left,3,3,3,High,SUB,57,72,80,73,77,80,,,,,,,74,68,68,85,63,72,73,70,81,78,59,55,60,81,68,81,52,77,81,70,86,81,76,79,77,82,75,81,74
189881,C. Smalling,29,194,81,England,Manchester United,80,80,12500000,115000,Right,3,3,2,Medium,SUB,69,47,58,58,79,81,,,,,,,52,54,82,65,49,59,49,22,64,58,61,75,55,76,44,42,74,67,88,35,83,78,46,56,52,67,78,81,79
190547,K. Glik,31,190,80,Poland,AS Monaco,80,80,11000000,42000,Right,3,2,2,Low,RCB,45,32,44,53,79,82,,,,,,,29,27,82,63,17,51,35,26,59,58,42,47,33,77,51,57,80,63,90,20,86,79,24,23,39,78,79,79,77
192593,D. Subašić,34,191,84,Croatia,AS Monaco,80,80,6500000,34000,Right,3,2,1,Medium,SUB,,,,,,,79,75,76,81,53,80,11,10,13,24,13,11,24,39,26,19,51,54,42,77,37,57,75,32,80,14,31,20,15,52,23,65,14,14,13
192641,K. Vogt,27,194,85,Germany,TSG 1899 Hoffenheim,80,80,13500000,39000,Right,2,3,2,High,CB,73,57,71,67,80,79,,,,,,,60,50,79,79,51,67,50,62,83,71,66,79,59,78,46,78,54,70,85,57,81,82,55,67,53,78,81,80,78
193061,R. Pereyra,28,182,77,Argentina,Watford,80,80,15000000,78000,Right,2,4,4,High,LM,75,73,79,83,61,67,,,,,,,78,74,60,82,73,86,78,72,75,84,75,75,76,74,76,68,65,77,62,74,66,70,76,81,72,78,50,64,70
194879,Sergi Enrich,29,181,77,Spain,SD Eibar,80,80,15000000,34000,Right,2,4,4,High,RS,60,78,70,75,43,78,,,,,,,70,82,81,79,82,74,55,47,61,81,60,60,68,82,65,77,78,76,83,70,66,42,84,72,68,74,31,46,31
195086,D. Lovren,29,188,84,Croatia,Liverpool,80,80,12500000,90000,Right,2,4,2,Medium,SUB,54,40,59,62,80,78,,,,,,,59,33,80,68,42,63,26,18,66,67,54,54,50,75,41,63,81,64,82,34,86,81,21,56,52,69,76,82,84
196889,S. Verdi,26,171,61,Italy,Napoli,80,80,16000000,69000,Left,2,5,4,High,SUB,86,73,80,83,48,53,,,,,,,82,67,42,79,74,81,84,84,76,83,87,85,92,78,90,81,51,70,46,77,48,36,76,80,68,78,55,48,60
199110,L. Muriel,28,179,79,Colombia,Atalanta,80,80,15500000,69000,Right,2,4,4,High,SUB,88,76,68,84,27,68,,,,,,,62,78,65,75,75,85,77,60,55,83,86,90,85,80,80,80,61,71,75,66,50,16,81,73,74,75,26,24,22
199416,Ibai Gómez,29,177,72,Spain,Athletic Club de Bilbao,80,80,14500000,31000,Right,1,5,4,Medium,SUB,76,79,80,81,59,67,,,,,,,79,79,47,80,75,82,85,81,78,81,77,76,76,75,77,83,65,71,66,79,63,45,78,80,65,74,73,61,55
200315,Cristian Tello,27,178,65,Spain,Real Betis,80,80,15500000,30000,Right,2,4,4,Medium,SUB,89,75,76,81,48,61,,,,,,,79,76,47,78,75,84,82,77,69,79,91,88,79,74,78,81,70,71,61,70,48,39,76,73,56,71,55,49,42
201454,F. Ghoulam,28,184,80,Algeria,Napoli,80,80,12500000,66000,Left,2,4,3,High,LB,75,64,77,78,78,73,,,,,,,85,54,70,79,52,79,77,68,74,80,69,79,71,79,62,80,71,88,66,69,74,76,69,69,76,75,79,81,80
201956,S. Sané,28,196,85,Senegal,FC Schalke 04,80,80,13000000,37000,Right,2,3,2,Medium,RCB,62,49,65,63,80,81,,,,,,,57,37,89,73,26,62,33,58,73,70,59,65,55,78,36,77,47,69,90,55,80,79,48,62,43,73,75,85,77
202685,S. Zaza,28,186,84,Italy,Torino,80,80,15500000,59000,Left,2,3,4,High,SUB,76,79,62,77,50,84,,,,,,,52,79,79,71,81,77,71,56,45,79,75,76,75,78,69,85,89,73,88,72,87,40,81,66,79,72,54,42,50
203890,S. Vrsaljko,27,181,76,Croatia,Atlético Madrid,80,80,13000000,53000,Right,2,3,3,High,SUB,77,55,74,75,79,77,,,,,,,82,44,73,77,53,74,70,57,70,79,76,78,66,79,72,75,85,87,72,58,75,80,65,68,52,67,79,81,77
204838,R. Jiménez,28,188,81,Mexico,Wolverhampton Wanderers,80,80,15500000,99000,Right,3,4,3,High,RS,78,78,71,75,47,79,,,,,,,70,80,81,74,77,77,73,45,71,76,73,82,72,78,49,80,69,82,78,69,80,52,83,72,90,78,50,36,28
205525,Bernard,26,164,60,Brazil,Everton,80,80,16000000,88000,Right,2,4,4,High,LM,87,69,76,85,38,44,,,,,,,80,69,59,77,68,84,78,69,68,84,90,84,94,80,95,76,61,71,30,65,41,42,74,75,57,73,31,39,25
222943,Jony,27,179,76,Spain,Lazio,80,80,15500000,56000,Left,1,3,3,High,LM,87,70,79,80,52,68,,,,,,,81,70,44,79,63,79,81,78,75,80,88,87,83,76,79,69,35,77,69,73,60,56,76,79,59,76,55,51,46
223578,Mata,30,185,79,Spain,Getafe CF,80,80,14500000,33000,Right,1,3,3,High,RS,72,79,61,75,31,77,,,,,,,63,84,75,65,72,79,55,48,51,78,71,73,63,84,41,78,69,72,79,71,80,19,84,66,76,76,29,28,29
238794,Vinícius Jr.,18,176,73,Brazil,Real Madrid,79,92,22500000,60000,Right,2,4,5,High,RW,93,70,71,85,29,63,,,,,,,71,68,50,73,70,86,77,62,67,82,92,94,93,77,83,74,75,79,60,68,48,26,76,73,65,77,32,25,18
227535,R. Bentancur,22,187,72,Uruguay,Juventus,79,89,20000000,86000,Right,1,4,4,Medium,SUB,70,58,78,81,70,74,,,,,,,70,52,62,85,60,84,68,68,79,85,68,72,66,76,67,65,74,87,65,62,78,68,64,76,64,80,74,72,64
233927,Lucas Paquetá,21,180,72,Brazil,Milan,79,89,20500000,32000,Left,1,2,4,High,CAM,76,75,75,81,60,77,,,,,,,68,75,56,78,70,84,80,73,76,80,75,77,74,80,68,77,81,84,71,74,80,58,81,74,75,82,59,65,56
229880,A. Wan-Bissaka,21,183,72,England,Manchester United,79,88,17500000,71000,Right,1,2,4,Medium,RB,87,50,63,78,80,72,,,,,,,68,44,58,70,43,80,47,45,56,75,86,88,84,75,71,64,62,77,69,46,78,80,65,61,56,73,81,83,86
231691,A. Lafont,20,193,82,France,FC Nantes,79,88,15500000,15000,Right,2,3,1,Medium,GK,,,,,,,80,77,71,83,46,76,13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,53,73,40,70,9,20,17,4,47,16,59,20,14,12
237678,I. Konaté,20,192,93,France,RB Leipzig,79,88,18000000,36000,Right,1,2,3,High,CB,78,27,54,68,80,78,,,,,,,35,21,77,75,28,69,28,23,67,69,71,84,65,71,55,37,74,68,83,25,77,78,33,41,41,74,76,85,79
225193,Merino,23,186,83,Spain,Real Sociedad,79,87,18500000,29000,Left,1,3,3,Medium,LCM,69,73,77,80,71,74,,,,,,,70,74,75,82,58,81,75,69,74,83,70,68,76,75,57,79,66,74,76,75,73,78,70,80,58,73,65,74,65
228251,L. Pellegrini,23,186,77,Italy,Roma,79,87,18500000,41000,Right,2,3,3,High,RDM,74,68,79,76,72,69,,,,,,,74,60,71,84,69,77,70,69,80,80,75,74,68,73,70,76,66,74,66,74,71,70,75,80,67,79,70,74,72
235805,F. Chiesa,21,175,70,Italy,Fiorentina,79,87,18500000,48000,Right,2,4,4,High,RW,85,74,71,83,44,64,,,,,,,72,70,50,76,68,84,74,48,60,81,87,84,86,78,77,81,54,76,60,78,62,30,76,73,62,76,65,34,34
216388,A. Saint-Maximin,22,173,67,France,Newcastle United,79,86,17500000,45000,Right,2,4,5,High,SUB,93,70,70,87,23,63,,,,,,,66,69,53,75,59,90,70,46,72,81,93,93,93,78,86,80,68,77,66,69,36,15,74,70,58,81,26,16,22
226229,T. Kehrer,22,186,76,Germany,Paris Saint-Germain,79,86,16000000,61000,Right,1,5,3,Medium,RB,74,44,65,67,78,76,,,,,,,64,37,76,75,32,65,54,38,66,69,73,75,69,76,65,65,81,77,72,40,85,77,53,59,41,78,75,81,83
227796,C. Pulisic,20,177,69,United States,Chelsea,79,86,18000000,85000,Right,3,4,4,Medium,LW,90,68,70,84,36,58,,,,,,,69,68,40,75,70,85,69,58,59,83,93,87,87,77,86,77,78,77,51,58,45,33,73,74,61,69,38,32,47
230938,F. Kessié,22,183,76,Ivory Coast,Milan,79,86,17500000,38000,Right,2,4,3,High,RCM,72,72,72,77,78,88,,,,,,,66,64,68,79,60,78,58,48,75,79,69,74,68,78,79,84,79,95,87,76,86,80,76,71,82,76,80,78,74
235212,A. Hakimi,20,181,73,Morocco,Borussia Dortmund,79,86,16000000,48000,Right,1,2,3,High,SUB,92,62,72,80,74,74,,,,,,,76,59,64,79,48,83,65,55,68,79,90,93,75,77,75,75,70,84,73,62,67,76,71,63,46,72,74,77,71
235424,D. Samassékou,23,177,68,Mali,TSG 1899 Hoffenheim,79,86,16000000,32000,Right,1,3,3,Medium,SUB,73,49,69,72,77,77,,,,,,,57,42,60,78,37,69,55,34,73,74,68,77,79,78,79,60,75,83,73,54,79,79,55,73,56,79,77,82,79
235945,Marc Roca,22,184,74,Spain,RCD Espanyol,79,86,16000000,26000,Left,1,3,3,Medium,RCM,61,62,77,73,73,68,,,,,,,66,59,42,83,44,72,66,52,84,79,59,62,67,77,63,66,57,73,66,69,69,77,60,80,55,74,78,76,74
238476,D. Zagadou,20,196,90,France,Borussia Dortmund,79,86,16000000,48000,Left,1,3,2,Medium,SUB,62,34,61,50,80,80,,,,,,,46,26,79,75,25,50,37,25,68,51,52,71,39,72,34,66,61,64,92,25,75,77,31,59,30,78,76,86,80
213666,R. Loftus-Cheek,23,191,88,England,Chelsea,79,85,17000000,89000,Right,1,3,4,High,SUB,70,67,76,81,62,79,,,,,,,62,66,58,84,54,84,60,57,81,81,66,74,73,70,68,76,59,75,83,68,79,59,79,80,45,80,59,67,61
216435,S. Lobotka,24,170,64,Slovakia,RC Celta,79,85,17000000,25000,Right,1,4,4,Medium,RDM,64,63,76,78,70,66,,,,,,,68,64,45,84,43,77,68,55,77,82,66,63,76,74,81,62,79,85,59,68,57,74,67,76,56,74,69,76,68
220182,J. Denayer,24,184,80,Belgium,Olympique Lyonnais,79,85,15500000,55000,Right,1,3,2,Medium,LCB,75,42,63,68,79,78,,,,,,,58,42,75,73,35,67,35,29,68,70,74,75,68,79,62,51,76,76,79,36,79,79,36,61,39,79,77,80,81
222331,L. Klostermann,23,189,83,Germany,RB Leipzig,79,85,15500000,43000,Right,1,3,2,Medium,RWB,85,50,63,71,79,75,,,,,,,68,59,74,75,36,70,37,22,59,75,79,90,63,75,60,53,82,81,75,31,68,78,70,55,26,67,80,80,79
225663,A. Golovin,23,180,69,Russia,AS Monaco,79,85,17500000,38000,Right,1,4,4,High,RCM,81,71,75,82,65,67,,,,,,,69,69,38,79,70,83,75,79,73,82,77,84,82,74,77,76,63,83,56,75,76,70,72,76,52,80,67,69,64
225711,A. Diallo,23,186,79,France,Paris Saint-Germain,79,85,15500000,61000,Left,2,3,3,High,SUB,77,37,70,76,78,76,,,,,,,69,38,79,77,39,75,47,32,78,77,78,76,75,78,72,43,82,76,76,24,76,77,59,69,41,82,75,80,81
226851,B. Pavard,23,186,76,France,FC Bayern München,79,85,15500000,72000,Right,1,3,3,Medium,SUB,69,47,72,70,81,74,,,,,,,70,37,73,78,57,66,58,51,79,76,68,69,67,77,65,65,86,75,75,48,69,84,54,66,51,77,82,79,81
229167,M. Rashica,23,177,73,Kosovo,SV Werder Bremen,79,85,17500000,32000,Right,1,4,3,High,LW,90,78,71,83,44,63,,,,,,,73,78,52,74,76,84,74,68,67,80,93,87,90,78,77,84,47,74,58,77,67,39,75,68,65,74,55,37,34
229984,B. Chilwell,22,178,77,England,Leicester City,79,85,15500000,65000,Left,1,3,3,High,LB,78,49,71,77,76,75,,,,,,,77,43,68,73,42,78,65,66,69,79,79,78,70,76,72,69,81,87,68,38,74,76,68,64,52,73,76,78,81
232381,Wesley,22,191,94,Brazil,Aston Villa,79,85,17500000,61000,Right,1,3,3,High,ST,77,76,68,73,38,88,,,,,,,58,74,75,76,74,75,57,49,68,80,69,83,53,74,45,84,70,81,95,73,83,37,78,71,69,78,35,37,15
241184,Junior Firpo,22,184,78,Spain,FC Barcelona,79,85,15500000,110000,Left,1,3,3,Medium,SUB,85,64,72,74,75,76,,,,,,,81,66,74,75,55,75,65,43,70,76,85,85,64,77,63,68,77,81,74,59,76,78,76,67,38,75,72,76,76
205569,J. Ward-Prowse,24,173,66,England,Southampton,79,84,16500000,53000,Right,2,3,3,Medium,RCM,60,71,85,77,62,64,,,,,,,89,69,57,85,51,75,91,89,82,82,66,55,75,74,77,74,66,79,56,73,67,63,71,82,80,79,63,64,60
208330,A. Januzaj,24,186,76,Belgium,Real Sociedad,79,84,17000000,32000,Left,1,4,4,Medium,RW,76,76,74,82,29,56,,,,,,,82,79,42,72,67,85,80,65,74,82,79,74,79,76,69,74,61,64,57,75,41,36,76,72,60,74,30,22,22
212977,N. Stark,24,190,88,Germany,Hertha BSC,79,84,15000000,26000,Right,1,3,2,Medium,RCB,78,53,66,67,80,75,,,,,,,54,50,82,76,48,65,43,35,67,70,76,79,65,74,64,63,66,70,79,55,74,79,52,71,39,69,79,82,77
213655,A. Iwobi,23,185,75,Nigeria,Everton,79,84,17000000,72000,Right,1,3,4,High,SUB,80,64,74,83,28,68,,,,,,,69,66,42,81,51,84,68,40,66,84,78,81,78,75,75,70,47,74,72,54,54,24,76,81,59,72,30,26,23
214947,J. Gbamin,23,186,83,Ivory Coast,Everton,79,84,15500000,65000,Right,1,3,3,Medium,RDM,80,57,73,74,78,83,,,,,,,69,40,71,78,53,75,62,60,74,77,74,85,67,76,65,82,77,83,83,71,85,79,65,72,40,72,79,80,71
220253,Munir,23,175,69,Spain,Sevilla FC,79,84,17000000,20000,Left,2,3,4,High,RW,84,77,75,81,35,66,,,,,,,73,78,75,80,80,81,81,67,62,82,85,84,84,77,82,76,62,74,66,75,58,25,78,76,66,80,38,27,25
220651,Angeliño,22,175,69,Spain,Manchester City,79,84,15000000,91000,Left,2,3,4,High,SUB,85,64,79,81,72,78,,,,,,,85,57,58,77,62,82,83,75,77,80,87,84,75,79,84,80,82,87,74,66,77,75,75,78,55,67,71,74,73
220697,J. Maddison,22,175,73,England,Leicester City,79,84,17000000,72000,Right,1,4,4,High,LW,75,72,82,79,39,57,,,,,,,81,69,30,83,69,78,79,82,77,82,76,74,84,69,78,79,54,74,49,73,56,45,75,84,74,78,37,40,34
228941,André Silva,23,185,79,Portugal,Milan,79,84,17000000,42000,Right,2,3,4,Medium,RES,77,75,63,78,43,75,,,,,,,59,80,77,69,79,77,69,33,58,80,76,77,76,81,72,76,83,76,73,60,76,55,84,68,80,75,28,40,35
231943,Richarlison,22,181,71,Brazil,Everton,79,84,17000000,72000,Right,1,5,4,High,RM,84,77,72,81,45,79,,,,,,,72,81,77,76,70,84,74,65,60,80,82,86,78,79,72,82,80,79,77,67,82,35,81,74,73,80,46,44,36
202335,E. Dier,25,190,90,England,Tottenham Hotspur,79,83,14500000,77000,Right,2,3,2,Medium,SUB,54,63,71,64,80,84,,,,,,,67,52,81,76,51,65,60,74,77,70,52,55,52,77,38,82,78,65,92,72,91,79,53,64,70,77,80,81,82
207421,L. Trossard,24,172,67,Belgium,Brighton & Hove Albion,79,83,16500000,53000,Right,1,4,4,High,LW,83,80,76,82,30,62,,,,,,,75,80,64,76,76,82,81,69,79,80,91,76,92,70,86,77,87,73,60,85,47,18,75,77,75,82,30,31,18
210455,Jonny,25,170,70,Spain,Wolverhampton Wanderers,79,83,14500000,72000,Right,2,3,4,High,LWB,77,52,70,76,78,70,,,,,,,77,48,70,75,44,75,64,54,61,77,76,78,72,75,79,68,76,81,59,47,82,79,65,66,46,73,77,79,80
210896,M. Sanson,24,180,73,France,Olympique de Marseille,79,83,16000000,36000,Right,2,4,4,Medium,LCM,75,73,78,77,70,75,,,,,,,77,73,69,80,72,76,74,68,82,79,77,74,79,76,69,77,75,79,76,69,68,73,75,78,68,78,65,73,70
213991,J. Lerma,24,179,70,Colombia,Bournemouth,79,83,15000000,55000,Right,1,4,3,Medium,LCM,73,64,72,73,78,80,,,,,,,66,56,65,77,56,70,66,65,76,77,72,73,74,73,76,79,84,87,74,71,84,80,59,71,58,70,78,81,79
216643,L. Dubois,24,178,73,France,Olympique Lyonnais,79,83,14500000,55000,Right,1,4,3,Medium,RB,74,61,75,75,77,73,,,,,,,82,53,57,79,75,74,76,56,77,77,72,76,70,76,72,72,70,79,71,64,70,78,70,66,46,78,78,80,82
228336,F. Grillitsch,23,187,77,Austria,TSG 1899 Hoffenheim,79,83,16000000,35000,Right,2,3,3,Medium,LCM,64,59,77,77,68,66,,,,,,,68,58,61,84,53,78,47,68,81,81,63,65,67,82,65,65,48,70,72,55,50,73,71,82,50,81,70,71,51
192816,L. Cabrera,27,187,80,Uruguay,Getafe CF,79,82,13500000,26000,Left,1,3,2,Low,LCB,58,31,58,57,79,80,,,,,,,64,23,79,64,27,52,46,48,63,64,56,59,64,68,49,42,90,72,83,35,82,77,34,45,49,60,78,79,82
199189,R. Barkley,25,185,87,England,Chelsea,79,82,16000000,98000,Right,2,5,4,Medium,SUB,70,73,77,80,56,73,,,,,,,65,68,65,83,61,83,68,70,79,84,69,70,65,76,61,81,64,69,76,80,74,51,73,80,65,80,54,59,51
201377,J. Murillo,27,182,78,Colombia,Sampdoria,79,82,13500000,38000,Right,2,3,2,Medium,RCB,75,40,59,63,79,80,,,,,,,56,37,75,67,54,58,38,26,66,63,74,76,76,73,72,68,88,71,80,13,88,81,45,58,46,75,77,80,81
202695,J. Tarkowski,26,192,81,England,Burnley,79,82,14000000,39000,Right,1,4,2,Medium,RCB,58,45,66,63,79,78,,,,,,,59,40,80,72,40,61,54,53,72,68,55,61,57,75,53,63,82,69,81,38,79,79,43,65,52,78,79,80,79
203841,N. Pope,27,200,76,England,Burnley,79,82,11000000,32000,Right,1,3,1,Medium,GK,,,,,,,78,80,75,79,48,80,11,14,11,32,14,15,13,12,35,24,50,47,36,70,45,56,72,37,73,15,36,21,13,43,22,62,14,15,14
204082,J. Brooks,26,193,78,United States,VfL Wolfsburg,79,82,14000000,46000,Left,2,3,2,Medium,LCB,71,39,58,64,80,75,,,,,,,36,39,82,73,32,65,30,28,75,64,66,75,58,73,51,50,73,61,82,29,75,77,40,57,45,81,79,82,76
204529,M. Batshuayi,25,185,88,Belgium,Chelsea,79,82,16000000,110000,Right,2,5,4,Medium,SUB,76,79,58,78,33,72,,,,,,,65,81,75,63,82,78,66,46,36,80,77,75,75,79,76,81,80,65,78,74,63,23,83,62,67,81,37,26,22
206511,M. Arnold,25,184,74,Germany,VfL Wolfsburg,79,82,15500000,48000,Left,2,2,3,High,LCM,65,80,76,77,70,69,,,,,,,69,77,54,80,84,78,77,75,80,80,65,65,66,80,66,87,52,77,67,87,66,75,75,75,57,77,75,69,66
207993,S. Kolašinac,26,183,85,Bosnia Herzegovina,Arsenal,79,82,13500000,76000,Left,2,2,3,High,SUB,75,62,72,73,75,87,,,,,,,82,57,74,78,55,75,61,25,62,76,69,79,58,74,55,82,76,79,90,58,93,73,72,74,44,72,71,80,78
210047,F. Schär,27,188,84,Switzerland,Newcastle United,79,82,13500000,43000,Right,2,4,2,High,RCB,62,66,71,69,80,75,,,,,,,65,60,81,74,53,67,65,66,75,72,61,62,64,79,64,76,88,72,77,69,72,81,59,69,78,80,80,81,76
215353,L. Alario,26,184,78,Argentina,Bayer 04 Leverkusen,79,82,16000000,70000,Right,2,3,3,High,SUB,71,77,59,75,29,75,,,,,,,48,84,81,69,76,75,49,43,48,79,70,72,70,71,71,75,85,71,77,62,72,22,85,65,75,74,22,27,20
